doc_id	turns	utf8_bytes	tokens	supervised
757	2	99	13	4
758	2	87	13	4
759	4	132	22	11
760	4	132	22	7
761	4	126	24	7
762	2	15	13	3
763	2	39	13	3
764	4	159	25	10
765	2	15	13	3
766	2	150	21	8
767	2	39	13	3
768	4	126	24	8
769	2	66	14	3
770	4	141	23	10
771	2	114	15	5
772	2	65	13	3
773	2	51	13	4
774	4	126	22	10
775	4	129	27	13
776	2	93	19	7
777	2	19	11	2
778	2	57	10	3
779	2	75	13	4
780	2	168	23	9
781	2	192	25	10
782	2	168	19	7
783	2	22	13	3
784	4	135	22	10
785	2	21	12	3
786	4	126	22	7
787	2	40	13	3
788	4	126	21	10
789	4	138	24	8
790	4	63	19	7
791	2	42	15	4
792	2	69	15	5
793	4	135	23	11
794	2	18	12	3
795	4	126	22	7
796	2	33	7	2
797	4	141	22	10
798	2	168	23	9
799	2	66	11	3
800	4	132	25	7
801	4	126	22	11
802	2	16	13	3
803	2	21	12	3
804	4	168	28	12
805	2	33	8	2
806	2	99	16	6
807	2	19	12	3
808	2	15	13	3
809	4	93	20	4
810	6	120	28	10
811	4	171	24	10
812	4	141	24	11
813	2	15	13	3
814	2	78	11	3
815	2	75	17	6
816	2	19	12	3
817	2	19	13	3
818	2	69	13	4
819	4	120	21	9
820	4	168	28	12
821	4	162	24	10
822	4	162	27	12
823	2	65	13	3
824	2	96	15	5
825	2	51	8	2
826	2	57	13	4
827	2	18	12	3
828	2	40	13	3
829	2	21	14	4
830	2	156	25	10
831	2	75	17	6
832	4	126	25	7
833	2	60	13	4
834	6	126	25	7
835	2	105	16	6
836	4	153	24	10
837	2	16	13	3
838	4	126	22	7
839	4	126	22	7
840	6	114	29	10
841	2	174	19	7
842	4	132	21	10
843	2	114	16	6
844	2	99	13	4
845	4	168	25	10
846	4	168	28	12
847	2	42	15	4
848	2	120	15	5
849	4	96	21	6
850	2	63	11	2
851	2	21	12	3
852	2	75	15	5
853	2	42	15	4
854	2	150	17	6
855	2	51	8	2
856	4	141	24	11
857	2	75	17	6
858	2	51	12	4
859	4	120	22	8
860	2	14	11	2
861	4	171	24	10
862	2	21	14	4
863	2	21	12	3
864	2	75	17	6
865	2	138	17	6
866	4	126	21	9
867	2	192	25	10
868	4	132	22	8
869	2	93	21	8
870	4	162	27	12
871	2	17	14	4
872	4	132	24	8
873	2	99	13	4
874	2	51	12	3
875	4	93	20	5
876	2	16	13	3
877	2	16	10	2
878	2	39	13	3
879	2	75	13	4
880	4	168	28	12
881	2	22	12	3
882	2	18	15	4
883	2	20	11	3
884	4	132	21	9
885	2	23	11	3
886	2	117	20	8
887	2	39	13	3
888	4	126	22	8
889	4	162	27	12
890	2	18	12	3
891	2	69	12	4
892	4	132	23	9
893	4	132	21	10
894	6	126	27	9
895	2	66	14	3
896	4	132	22	8
897	2	120	15	5
898	2	39	12	3
899	2	19	11	2
900	4	153	27	12
901	4	126	21	10
902	2	39	13	3
903	2	51	8	2
904	4	162	27	12
905	2	17	14	4
906	2	120	17	6
907	4	126	22	11
908	2	102	14	5
909	2	20	11	3
910	2	66	13	4
911	2	20	13	4
912	4	132	22	8
913	2	111	18	6
914	4	126	20	9
915	6	120	27	9
916	4	168	28	12
917	2	40	13	3
918	4	162	24	10
919	4	63	18	7
920	6	120	28	9
921	4	126	22	7
922	2	105	15	5
923	2	51	8	2
924	4	162	27	12
925	2	18	15	4
926	2	102	16	5
927	4	171	27	12
928	2	150	23	9
929	4	126	24	8
930	2	18	11	3
931	2	22	13	3
932	2	99	13	4
933	4	132	24	7
934	2	132	19	7
935	2	99	13	4
936	2	20	11	3
937	2	186	23	9
938	2	162	21	8
939	4	159	25	10
940	4	132	21	9
941	2	111	15	5
942	4	135	22	9
943	4	153	24	10
944	4	168	28	12
945	2	21	11	3
946	4	120	24	7
947	2	66	10	4
948	2	40	14	3
949	2	156	21	8
950	2	75	15	5
951	6	126	25	7
952	2	123	19	7
953	2	16	13	3
954	4	96	21	6
955	4	93	20	4
956	2	32	7	2
957	2	15	13	3
958	4	93	20	5
959	2	51	14	5
960	2	66	10	2
961	2	22	13	3
962	6	120	27	9
963	2	20	13	4
964	2	120	19	7
965	2	32	7	2
966	4	168	28	12
967	2	16	13	3
968	2	174	19	7
969	4	159	28	12
970	2	174	21	8
971	2	21	12	3
972	4	162	27	12
973	2	99	13	4
974	4	126	22	7
975	2	78	13	4
976	4	141	25	10
977	2	162	21	8
978	6	126	26	8
979	2	87	17	6
980	2	147	19	7
981	6	120	25	7
982	2	19	12	3
983	2	30	12	4
984	4	159	25	10
985	4	159	25	10
986	2	174	19	7
987	6	120	27	8
988	2	38	12	3
989	4	60	18	5
990	2	102	13	4
991	4	126	24	7
992	2	20	11	3
993	4	96	19	5
994	4	120	24	7
995	2	51	8	2
996	4	93	19	4
997	4	153	27	12
998	4	132	23	10
999	2	102	15	5
1000	4	120	24	7
1001	4	132	25	7
1002	6	126	25	7
1003	2	15	13	3
1004	2	75	13	4
1005	4	126	21	9
1006	2	168	23	9
1007	4	135	24	12
1008	4	168	25	10
1009	4	147	24	12
1010	4	153	24	10
1011	2	78	11	3
1012	4	126	22	7
1013	4	63	19	7
1014	4	141	24	11
1015	2	108	15	5
1016	6	126	25	7
1017	2	18	15	4
1018	4	126	24	7
1019	4	126	21	9
1020	4	126	23	10
1021	2	102	15	5
1022	4	126	24	8
1023	2	156	21	8
1024	2	186	21	8
1025	2	117	13	4
1026	2	174	19	7
1027	2	81	13	4
1028	4	135	25	12
1029	2	20	11	3
1030	2	66	13	4
1031	2	39	13	3
1032	4	132	23	9
1033	2	17	14	4
1034	2	150	19	7
1035	4	132	24	7
1036	2	66	13	4
1037	4	132	24	8
1038	4	141	24	11
1039	2	96	15	5
1040	2	42	15	4
1041	4	162	24	10
1042	4	96	21	6
1043	2	39	13	3
1044	2	78	11	3
1045	2	138	15	5
1046	4	87	22	6
1047	2	120	17	6
1048	4	93	20	4
1049	2	81	17	6
1050	4	135	22	10
1051	2	123	18	6
1052	2	135	15	5
1053	2	15	12	3
1054	2	174	21	8
1055	4	132	24	8
1056	2	123	18	7
1057	2	69	12	4
1058	4	126	24	7
1059	2	65	13	3
1060	2	19	12	3
1061	2	57	8	2
1062	2	21	12	3
1063	2	63	14	5
1064	2	117	15	5
1065	4	63	18	7
1066	6	120	25	7
1067	4	126	24	7
1068	2	102	15	5
1069	2	102	13	4
1070	2	41	14	4
1071	2	87	14	5
1072	2	102	14	4
1073	2	105	15	5
1074	2	15	13	3
1075	2	63	15	5
1076	4	171	27	12
1077	4	168	25	10
1078	4	159	28	12
1079	4	162	24	10
1080	2	123	20	7
1081	4	135	23	11
1082	4	159	25	10
1083	4	132	24	7
1084	2	99	11	3
1085	2	153	21	8
1086	2	75	17	6
1087	4	177	25	10
1088	4	132	24	7
1089	2	63	15	5
1090	2	126	19	7
1091	2	132	19	7
1092	2	81	13	4
1093	2	15	13	3
1094	2	42	15	4
1095	2	150	23	9
1096	4	159	25	10
1097	2	18	11	3
1098	2	66	11	3
1099	2	162	19	7
1100	2	57	10	3
1101	4	93	19	5
1102	2	168	21	8
1103	4	126	21	9
1104	2	78	13	4
1105	4	135	24	11
1106	2	18	15	4
1107	4	162	27	12
1108	2	81	13	4
1109	4	162	24	10
1110	2	108	15	5
1111	4	120	21	10
1112	4	96	20	5
1113	2	39	13	3
1114	2	42	15	4
1115	2	21	10	2
1116	2	16	14	3
1117	2	126	19	7
1118	4	126	21	9
1119	4	162	27	12
1120	4	162	24	10
1121	4	132	24	7
1122	4	132	22	7
1123	4	141	24	11
1124	2	66	11	3
1125	4	168	28	12
1126	2	40	13	3
1127	2	120	19	7
1128	4	132	23	8
1129	2	93	11	3
1130	4	126	22	10
1131	4	126	21	9
1132	4	171	24	10
1133	2	21	12	3
1134	4	132	21	9
1135	2	51	10	3
1136	2	39	13	3
1137	4	132	23	8
1138	4	135	24	11
1139	2	15	13	3
1140	2	84	13	4
1141	2	64	12	3
1142	4	132	22	7
1143	2	111	20	8
1144	4	132	24	7
1145	2	63	11	2
1146	2	42	15	4
1147	2	69	17	6
1148	2	174	21	8
1149	2	150	17	6
1150	4	126	25	9
1151	2	19	13	3
1152	2	84	13	4
1153	4	162	24	10
1154	4	171	24	10
1155	2	93	19	7
1156	2	19	13	3
1157	2	81	14	5
1158	4	120	24	7
1159	4	132	21	9
1160	4	96	22	6
1161	2	180	23	9
1162	2	15	13	3
1163	2	114	19	7
1164	4	159	25	10
1165	4	171	27	12
1166	4	150	25	10
1167	2	42	15	4
1168	2	174	21	8
1169	4	99	19	4
1170	4	141	24	11
1171	4	159	25	10
1172	2	33	8	2
1173	2	42	15	4
1174	2	18	12	3
1175	4	168	25	10
1176	2	51	10	3
1177	2	21	12	3
1178	4	159	28	12
1179	4	126	22	7
1180	2	93	15	5
1181	2	39	13	3
1182	2	84	14	4
1183	2	38	11	2
1184	4	57	16	5
1185	2	156	21	8
1186	2	114	13	4
1187	4	141	23	10
1188	2	17	10	2
1189	2	126	15	5
1190	4	132	22	7
1191	2	19	13	3
1192	2	99	19	7
1193	2	156	17	6
1194	2	174	21	8
1195	2	65	12	4
1196	2	22	12	3
1197	4	126	22	8
1198	6	120	27	9
1199	2	63	13	4
1200	2	102	17	6
1201	4	126	23	10
1202	2	18	12	3
1203	4	171	24	10
1204	2	81	15	5
1205	4	132	23	7
1206	2	192	21	8
1207	4	171	24	10
1208	2	69	15	5
1209	2	42	15	4
1210	2	60	13	4
1211	4	162	27	12
1212	4	126	22	7
1213	2	21	14	4
1214	2	16	14	3
1215	4	132	24	8
1216	2	87	14	5
1217	2	66	10	4
1218	6	120	29	9
1219	2	93	17	6
1220	2	93	19	7
1221	2	16	14	3
1222	4	159	25	10
1223	4	93	21	6
1224	2	63	10	3
1225	2	87	17	6
1226	2	78	13	4
1227	4	120	22	8
1228	2	186	21	8
1229	2	156	17	6
1230	4	126	24	7
1231	4	126	24	7
1232	4	126	21	9
1233	2	99	17	6
1234	4	162	27	12
1235	2	51	13	4
1236	4	126	24	8
1237	2	99	19	7
1238	2	69	19	7
1239	2	120	19	7
1240	4	159	25	10
1241	2	135	19	7
1242	2	22	12	3
1243	2	117	18	7
1244	2	66	13	4
1245	4	141	24	11
1246	4	162	24	10
1247	4	159	25	10
1248	6	120	28	9
1249	2	33	9	4
1250	4	126	21	7
1251	4	135	25	12
1252	2	18	12	3
1253	2	22	13	3
1254	4	135	25	12
1255	6	120	25	7
1256	2	81	15	5
1257	4	102	19	5
1258	2	21	12	3
1259	4	126	21	9
1260	2	21	12	3
1261	2	42	15	4
1262	2	24	14	4
1263	2	156	19	7
1264	2	79	19	7
1265	6	114	29	10
1266	4	126	21	10
1267	2	42	15	4
1268	4	87	20	4
1269	4	99	21	6
1270	6	120	27	8
1271	4	171	24	10
1272	2	135	17	6
1273	2	51	8	2
1274	4	120	24	7
1275	2	120	17	6
1276	2	51	11	3
1277	2	51	8	2
1278	2	87	16	6
1279	4	159	28	12
1280	2	51	8	2
1281	2	45	13	4
1282	2	81	17	6
1283	2	40	13	3
1284	4	159	25	10
1285	2	198	25	10
1286	4	132	25	8
1287	4	180	27	12
1288	4	126	21	9
1289	2	66	11	3
1290	4	171	24	10
1291	2	132	21	8
1292	4	126	24	8
1293	2	39	12	3
1294	2	14	12	3
1295	2	16	14	3
1296	2	132	15	5
1297	4	132	22	7
1298	2	21	14	4
1299	2	99	21	8
1300	4	120	24	8
1301	4	93	20	6
1302	2	63	14	5
1303	2	81	15	5
1304	2	40	13	3
1305	2	75	13	4
1306	2	120	18	7
1307	2	18	12	3
1308	2	17	14	4
1309	4	132	21	9
1310	2	102	15	5
1311	2	24	14	4
1312	4	135	23	11
1313	4	153	24	10
1314	2	21	10	2
1315	4	126	25	8
1316	4	135	24	11
1317	4	168	25	10
1318	2	114	13	4
1319	2	18	12	3
1320	2	138	21	8
1321	2	21	12	3
1322	2	81	15	5
1323	2	24	14	4
1324	4	126	21	10
1325	2	63	19	7
1326	2	150	19	7
1327	4	132	24	7
1328	4	126	23	8
1329	4	93	20	5
1330	4	150	28	12
1331	2	21	11	3
1332	2	19	12	3
1333	4	135	26	12
1334	2	75	15	5
1335	4	132	22	7
1336	2	96	15	5
1337	2	22	13	3
1338	4	120	22	9
1339	2	13	11	2
1340	2	21	14	4
1341	4	135	23	11
1342	2	21	12	3
1343	4	60	18	5
1344	2	99	19	7
1345	2	153	21	8
1346	4	159	28	12
1347	6	120	29	10
1348	6	126	27	8
1349	2	66	13	4
1350	2	81	13	4
1351	2	120	15	5
1352	2	14	12	3
1353	2	40	13	3
1354	2	75	15	5
1355	4	126	22	8
1356	4	126	21	7
1357	2	18	12	3
1358	2	51	8	2
