doc_id	turns	utf8_bytes	tokens	supervised
476	2	1374	310	299
477	2	649	164	123
478	2	1426	300	257
479	2	834	189	171
480	2	1513	308	300
481	2	135	36	24
482	2	117	29	14
483	2	837	185	57
484	2	67	34	23
485	2	168	52	36
486	2	291	80	63
487	2	111	25	11
488	2	1024	247	235
489	2	1079	226	215
490	2	298	68	51
491	2	141	45	26
492	2	195	55	43
493	2	1188	393	373
494	2	585	231	209
495	2	1277	239	228
496	2	840	241	230
497	2	888	187	175
498	2	391	161	145
499	2	1239	306	296
500	2	1133	263	252
501	2	114	28	7
502	2	1486	336	318
503	2	851	265	253
504	2	1255	282	270
505	2	1341	277	259
506	2	106	37	19
507	2	332	94	81
508	2	357	76	61
509	2	624	247	228
510	2	1311	340	325
511	2	423	117	103
512	2	463	149	125
513	2	70	26	15
514	2	105	31	17
515	2	631	167	156
516	2	876	234	221
517	2	275	87	59
518	2	1234	250	235
519	2	1166	220	205
520	2	1139	244	232
521	2	1280	287	274
522	2	252	86	67
523	2	962	188	177
524	2	804	232	217
525	2	452	140	127
526	2	238	54	37
527	2	872	144	132
528	2	1177	317	304
529	2	595	176	156
530	2	1305	343	318
531	2	600	126	116
532	2	917	201	188
533	2	563	161	149
534	2	321	82	71
535	2	624	126	113
536	2	257	57	42
537	2	726	162	150
538	2	738	203	190
539	2	159	34	17
540	2	157	47	27
541	2	472	123	99
542	2	231	59	44
543	2	153	38	19
544	2	1073	268	250
545	2	389	80	61
546	2	330	85	69
547	2	244	69	52
548	2	93	23	9
549	2	436	92	66
550	2	295	71	55
551	2	186	39	26
552	2	189	53	35
553	2	292	105	89
554	2	580	143	121
555	2	114	31	15
556	2	1234	298	277
557	2	589	115	104
558	2	759	190	177
559	2	407	96	68
560	2	602	213	205
561	2	830	172	151
562	2	237	63	52
563	2	994	252	240
564	2	834	192	183
565	2	315	60	45
566	2	109	28	9
567	2	710	175	163
568	2	203	53	22
569	2	897	197	174
570	2	385	103	89
571	2	1515	370	309
572	2	177	48	25
573	2	272	69	56
574	2	316	95	79
575	2	170	51	40
576	2	271	120	97
577	2	302	68	57
578	2	753	163	133
579	2	211	60	46
580	2	408	122	87
581	2	57	19	12
582	2	1122	296	266
583	2	324	113	91
584	2	1360	338	303
585	2	1143	304	290
586	2	300	102	89
587	2	703	243	235
588	2	444	131	106
589	2	99	29	18
590	2	1184	335	322
591	2	1189	352	335
592	2	86	39	19
593	2	105	30	21
594	2	546	153	141
595	2	86	37	19
596	2	127	31	22
597	2	505	179	167
598	2	1377	320	305
599	2	1226	267	255
600	2	149	34	13
601	2	297	63	52
602	2	240	57	43
603	2	1209	304	291
604	2	308	97	64
605	2	1045	187	176
606	2	462	113	82
607	2	1287	353	336
608	2	102	27	8
609	2	846	209	189
610	2	154	45	16
611	2	328	132	118
612	2	1368	271	251
613	2	741	132	112
614	2	1069	336	324
615	2	1246	315	303
616	2	221	69	56
617	2	1049	236	227
618	2	1430	304	292
619	2	942	193	181
620	2	839	216	207
621	2	1288	283	273
622	2	1431	328	314
623	2	840	185	173
624	2	990	202	191
625	2	1218	277	263
626	2	1554	387	371
627	2	1412	297	278
628	2	1209	293	281
629	2	1304	288	275
630	2	253	49	28
631	2	1089	237	225
632	2	249	57	40
633	2	1235	232	222
634	2	151	51	36
635	2	289	68	51
636	2	1476	367	319
637	2	1134	290	277
638	2	523	194	178
639	2	680	229	200
640	2	541	188	124
641	2	150	34	23
642	2	581	150	138
643	2	274	93	75
644	2	231	68	55
645	2	527	156	128
646	2	189	59	37
647	2	414	139	122
648	2	909	222	207
649	2	694	233	223
650	2	65	31	14
651	2	1220	343	325
652	2	581	151	138
653	2	695	196	187
654	2	767	169	158
655	2	787	198	183
656	2	72	23	8
657	2	174	69	56
658	2	1128	342	327
659	2	557	165	132
660	2	794	151	139
661	2	1034	210	194
662	2	716	166	149
663	2	375	120	98
664	2	880	252	239
665	2	1011	216	205
666	2	815	214	197
667	2	815	318	303
668	2	405	137	113
669	2	1176	303	288
670	2	160	61	49
671	2	300	71	56
672	2	1226	307	290
673	2	44	32	17
674	2	919	281	258
675	2	523	96	81
676	2	780	177	128
677	2	608	128	99
678	2	181	68	44
679	2	502	123	107
680	2	186	41	31
681	2	577	154	139
682	2	111	28	17
683	2	681	182	167
684	2	416	106	80
685	2	167	57	34
686	2	121	40	28
687	2	186	50	24
688	2	1138	292	271
689	2	442	135	120
690	2	341	96	78
691	2	265	71	50
692	2	863	169	161
693	2	749	253	241
694	2	289	98	79
695	2	1153	259	246
696	2	222	42	31
697	2	124	38	27
698	2	132	32	16
699	2	1052	224	210
700	2	749	229	215
701	2	366	115	96
702	2	609	167	152
703	2	1356	295	282
704	2	128	39	22
705	2	141	30	20
706	2	338	87	72
707	2	973	294	285
708	2	812	201	186
709	2	94	34	8
710	2	374	120	100
711	2	1111	338	326
712	2	943	251	240
713	2	442	125	113
714	2	81	22	6
715	2	120	36	12
716	2	1049	261	248
717	2	232	61	38
718	2	1004	371	329
719	2	690	241	224
720	2	1099	227	205
721	2	850	249	225
722	2	144	30	18
723	2	350	87	69
724	2	233	69	32
725	2	767	145	135
726	2	260	103	85
727	2	283	106	84
728	2	1593	376	369
729	2	155	70	40
730	2	1545	441	422
731	2	167	63	24
732	2	78	27	10
733	2	117	35	13
734	2	153	41	28
735	2	1327	339	325
736	2	862	234	224
737	2	1442	314	295
738	2	1439	291	281
739	2	908	274	263
740	2	1348	253	242
741	2	829	184	174
742	2	221	63	38
743	2	806	196	78
744	2	294	86	63
745	2	162	36	24
746	2	111	27	15
747	2	372	97	85
748	2	1098	229	219
749	2	431	77	66
750	2	956	181	174
751	2	90	34	23
752	2	1195	428	403
753	2	1092	293	278
754	2	422	106	94
755	2	476	153	139
756	2	1120	211	201
757	2	957	261	241
758	2	758	210	196
759	2	313	105	81
760	2	1070	367	307
761	2	576	126	111
762	2	1140	223	179
763	2	717	174	161
764	2	102	32	9
765	2	89	37	23
766	2	818	206	193
767	2	169	52	36
768	2	1206	323	308
769	2	537	168	156
770	2	379	153	117
771	2	851	239	207
772	2	363	101	92
773	2	879	246	235
774	2	454	163	136
775	2	406	104	70
776	2	959	260	248
777	2	913	179	167
778	2	979	257	239
779	2	1122	364	351
780	2	78	20	12
781	2	186	47	27
782	2	222	50	37
783	2	178	51	11
784	2	211	50	35
785	2	245	53	40
786	2	668	149	136
787	2	451	119	107
788	2	641	142	130
789	2	510	143	121
790	2	117	33	14
791	2	458	114	99
792	2	1409	274	252
793	2	640	263	238
794	2	1066	320	306
795	2	1570	415	397
796	2	103	44	20
797	2	132	39	26
798	2	671	185	164
799	2	612	182	165
800	2	1304	290	277
801	2	1289	345	332
802	2	1175	268	256
803	2	737	207	188
804	2	897	171	157
805	2	1215	297	285
806	2	1226	320	272
807	2	165	56	37
808	2	1113	219	208
809	2	696	177	140
810	2	1161	236	215
811	2	953	193	182
812	2	1199	314	302
813	2	952	223	212
814	2	1446	312	298
815	2	1070	308	286
816	2	121	40	8
817	2	652	206	194
818	2	169	43	32
819	2	471	83	69
820	2	275	61	47
821	2	522	123	111
822	2	511	114	102
823	2	858	193	175
824	2	923	195	183
825	2	298	72	61
826	2	715	249	235
827	2	1288	300	285
828	2	532	122	107
829	2	294	70	53
830	2	180	43	24
831	2	303	81	65
832	2	191	79	68
833	2	464	119	63
834	2	598	162	142
835	2	194	59	26
836	2	98	36	21
837	2	957	247	228
838	2	117	33	18
839	2	227	49	30
840	2	775	235	221
841	2	187	71	42
842	2	239	68	32
843	2	192	80	65
844	2	147	72	57
845	2	358	126	113
846	2	143	49	25
847	2	1165	250	243
848	2	931	208	195
849	2	368	121	85
850	2	112	46	29
851	2	1346	307	296
852	2	723	220	183
853	2	183	49	26
854	2	198	45	35
855	2	92	36	23
856	2	612	126	111
857	2	235	54	41
858	2	375	79	69
859	2	1168	254	237
860	2	126	28	19
861	2	1133	242	231
862	2	437	101	88
863	2	132	28	15
864	2	381	109	91
865	2	381	90	69
866	2	461	93	84
867	2	1009	223	212
868	2	1018	258	245
869	2	695	163	146
870	2	1005	320	306
871	2	120	33	8
872	2	464	99	84
873	2	861	180	169
874	2	559	156	131
875	2	342	76	65
876	2	957	248	231
877	2	288	78	55
878	2	112	35	10
879	2	145	49	31
880	2	192	40	28
881	2	162	44	16
882	2	294	102	79
883	2	899	179	157
884	2	751	168	151
885	2	150	43	26
886	2	866	174	163
887	2	1177	314	296
888	2	185	41	25
889	2	175	54	26
890	2	1065	285	268
891	2	479	118	99
892	2	267	69	55
893	2	922	189	171
894	2	172	46	28
895	2	210	40	27
896	2	1357	249	237
897	2	633	118	109
898	2	225	58	21
899	2	165	49	28
900	2	1253	293	280
901	2	647	170	145
902	2	1033	229	217
903	2	1428	300	287
904	2	1283	286	273
905	2	1166	285	265
906	2	847	198	184
907	2	984	291	270
908	2	1276	362	340
909	2	1272	335	319
910	2	1248	225	213
911	2	702	160	147
912	2	1299	290	278
913	2	956	215	205
914	2	989	236	223
915	2	811	186	173
916	2	1294	340	326
917	2	1303	307	295
918	2	191	56	3
919	2	693	283	262
920	2	696	215	202
921	2	98	28	16
922	2	371	128	114
923	2	1106	331	316
924	2	238	47	18
925	2	646	189	171
926	2	1149	226	209
927	2	66	21	4
928	2	1200	250	238
929	2	117	41	15
930	2	757	171	160
931	2	361	137	122
932	2	761	167	159
933	2	207	52	39
934	2	128	35	15
935	2	1351	257	246
936	2	546	191	178
937	2	242	61	26
938	2	284	83	62
939	2	605	163	150
940	2	616	189	171
941	2	788	252	236
942	2	1209	243	231
943	2	1357	268	252
944	2	1521	298	275
945	2	1185	252	217
946	2	49	29	17
947	2	938	205	189
948	2	1238	267	248
949	2	345	75	70
950	2	175	48	20
951	2	396	85	69
952	2	119	42	16
953	2	468	121	106
954	2	90	26	15
955	2	423	132	119
956	2	106	41	25
957	2	922	178	144
958	2	1343	259	247
959	2	162	42	30
960	2	1082	208	194
961	2	1094	246	186
962	2	153	39	19
963	2	1170	244	234
964	2	162	47	8
965	2	775	164	151
966	2	105	33	10
967	2	61	30	20
968	2	447	84	75
969	2	103	27	6
970	2	127	34	9
971	2	180	35	16
972	2	165	36	27
973	2	321	84	67
974	2	198	52	38
975	2	171	41	20
976	2	445	150	121
977	2	635	185	175
978	2	444	95	77
979	2	695	219	197
980	2	605	164	132
981	2	716	157	143
982	2	1372	288	273
983	2	148	44	33
984	2	140	58	37
985	2	289	80	67
986	2	621	123	113
987	2	937	193	179
988	2	326	97	74
989	2	192	68	57
990	2	468	102	89
991	2	310	71	54
992	2	547	128	114
993	2	95	34	10
994	2	378	123	106
995	2	498	138	123
996	2	288	104	78
997	2	82	34	19
998	2	99	27	10
999	2	1004	245	225
1000	2	256	66	46
1001	2	945	251	213
1002	2	108	39	26
1003	2	111	39	14
1004	2	1415	307	286
1005	2	349	90	77
1006	2	357	124	108
1007	2	257	91	78
1008	2	106	37	22
1009	2	88	33	15
1010	2	337	94	62
1011	2	313	111	102
1012	2	508	120	93
1013	2	982	280	264
1014	2	183	36	26
1015	2	496	92	74
1016	2	120	41	23
1017	2	432	83	73
1018	2	806	248	226
1019	2	401	114	87
1020	2	311	93	81
1021	2	42	15	7
1022	2	437	100	70
1023	2	499	102	88
1024	2	1389	249	210
1025	2	1396	291	265
1026	2	403	133	109
1027	2	655	154	75
1028	2	1252	256	244
1029	2	231	101	89
1030	2	226	48	31
1031	2	111	37	23
1032	2	390	124	111
1033	2	1100	221	202
1034	2	1325	323	298
1035	2	785	168	158
1036	2	212	48	38
1037	2	239	63	20
1038	2	228	72	51
1039	2	99	35	15
1040	2	136	44	28
1041	2	223	54	44
1042	2	882	178	164
1043	2	610	163	147
1044	2	126	35	24
1045	2	1191	286	277
1046	2	186	73	53
1047	2	1077	247	232
1048	2	1289	256	244
1049	2	298	117	106
1050	2	1029	224	213
1051	2	1268	312	301
1052	2	906	227	217
1053	2	204	61	37
1054	2	159	39	27
1055	2	475	103	57
1056	2	1331	261	250
1057	2	183	40	28
1058	2	126	35	11
1059	2	429	101	87
1060	2	108	38	20
1061	2	63	19	7
1062	2	153	51	18
1063	2	983	196	186
1064	2	656	134	122
1065	2	832	295	275
1066	2	282	71	62
1067	2	993	236	225
1068	2	495	112	101
1069	2	279	101	84
1070	2	1041	250	236
1071	2	300	70	41
1072	2	767	222	211
1073	2	864	185	176
1074	2	116	40	21
1075	2	1057	245	235
1076	2	636	194	181
1077	2	1220	232	220
1078	2	835	252	214
1079	2	114	45	29
1080	2	126	30	10
1081	2	177	50	24
1082	2	405	100	87
1083	2	538	112	53
1084	2	1127	335	319
1085	2	329	96	85
1086	2	1009	252	242
1087	2	642	156	129
1088	2	51	17	9
1089	2	455	129	105
1090	2	797	208	195
1091	2	432	104	82
1092	2	201	58	48
1093	2	226	68	41
1094	2	1117	297	289
1095	2	219	41	31
1096	2	607	181	166
1097	2	1042	261	249
1098	2	1097	327	315
1099	2	1147	309	297
1100	2	486	96	84
1101	2	1202	243	234
1102	2	92	27	13
1103	2	870	193	177
1104	2	1076	235	224
1105	2	1219	270	254
1106	2	132	56	45
1107	2	1069	228	219
1108	2	239	70	53
1109	2	270	63	45
1110	2	185	56	40
1111	2	348	86	74
1112	2	695	192	180
1113	2	106	25	7
1114	2	493	154	141
1115	2	1272	332	314
1116	2	240	60	49
1117	2	463	123	111
1118	2	940	245	232
1119	2	135	39	27
1120	2	1395	276	263
1121	2	1174	270	260
1122	2	1451	301	289
1123	2	138	43	23
1124	2	195	45	32
1125	2	1121	251	239
1126	2	977	205	195
1127	2	435	82	28
1128	2	323	83	75
1129	2	252	81	68
1130	2	619	137	125
1131	2	42	21	9
1132	2	608	127	117
1133	2	117	32	12
1134	2	116	29	16
1135	2	89	30	11
1136	2	581	155	135
1137	2	432	173	16
1138	2	184	56	19
1139	2	201	82	38
1140	2	242	93	54
1141	2	568	193	166
1142	2	416	132	84
1143	2	133	33	21
1144	2	236	54	22
1145	2	1561	295	284
1146	2	510	112	100
1147	2	811	215	205
1148	2	227	66	31
1149	2	44	18	8
1150	2	90	29	17
1151	2	544	139	125
1152	2	279	96	77
1153	2	1416	368	356
1154	2	440	193	172
1155	2	1105	313	301
1156	2	210	55	29
1157	2	156	49	27
1158	2	792	201	193
1159	2	1080	231	218
1160	2	724	180	160
1161	2	266	92	73
1162	2	1366	487	467
1163	2	209	43	32
1164	2	1190	358	343
1165	2	809	269	255
1166	2	674	199	190
1167	2	990	260	250
1168	2	903	320	302
1169	2	467	181	167
1170	2	431	114	104
1171	2	474	118	103
1172	2	312	58	48
1173	2	864	182	171
1174	2	1063	239	228
1175	2	169	50	32
1176	2	825	169	157
1177	2	935	192	176
1178	2	411	92	41
1179	2	415	115	95
1180	2	420	127	94
1181	2	525	133	59
1182	2	62	24	11
1183	2	186	43	31
1184	2	81	20	13
1185	2	1006	183	171
1186	2	1201	262	251
1187	2	977	212	196
1188	2	117	43	27
1189	2	1373	261	250
1190	2	492	150	132
1191	2	1008	198	188
1192	2	229	63	45
1193	2	1124	234	216
1194	2	1220	238	221
1195	2	495	156	142
1196	2	1100	262	250
1197	2	330	97	67
1198	2	140	51	20
1199	2	58	24	11
1200	2	499	99	86
1201	2	1091	255	242
1202	2	264	49	40
1203	2	1271	278	267
1204	2	1004	222	211
1205	2	1059	306	286
1206	2	113	35	18
1207	2	375	79	69
1208	2	117	32	11
1209	2	1139	307	281
1210	2	210	50	34
1211	2	126	30	18
1212	2	107	39	15
1213	2	1074	192	182
1214	2	1152	245	226
1215	2	333	108	98
1216	2	1241	249	240
1217	2	87	29	11
1218	2	454	155	139
1219	2	759	342	330
1220	2	548	193	178
1221	2	147	57	46
1222	2	1189	351	332
1223	2	816	173	163
1224	2	54	20	10
1225	2	108	29	5
1226	2	1160	287	278
1227	2	337	71	55
1228	2	545	104	94
1229	2	960	226	215
1230	2	861	300	288
1231	2	1069	232	222
1232	2	1318	283	269
1233	2	1357	256	240
1234	2	1310	305	290
1235	2	1067	234	217
1236	2	979	248	236
1237	2	1146	325	312
1238	2	951	273	263
1239	2	1069	274	262
1240	2	540	112	103
1241	2	970	228	218
1242	2	710	305	285
1243	2	1222	283	268
1244	2	1089	391	380
1245	2	1052	246	234
1246	2	1031	278	264
1247	2	261	64	52
1248	2	337	72	62
1249	2	234	56	42
1250	2	145	41	23
1251	2	61	29	16
1252	2	189	43	31
1253	2	211	65	44
1254	2	355	91	79
1255	2	729	217	206
1256	2	106	46	34
1257	2	1118	342	322
1258	2	340	101	75
1259	2	1178	313	298
1260	2	646	188	178
1261	2	1010	307	284
1262	2	1334	266	255
1263	2	366	72	60
1264	2	839	208	191
1265	2	1207	347	330
1266	2	132	46	34
1267	2	147	36	24
1268	2	1174	240	227
1269	2	223	70	42
1270	2	195	42	29
1271	2	964	213	200
1272	2	1454	392	376
1273	2	1282	265	251
1274	2	1236	296	269
1275	2	1333	272	261
1276	2	1036	207	195
1277	2	1237	235	220
1278	2	917	190	177
1279	2	133	62	45
1280	2	1318	308	292
1281	2	1010	213	197
1282	2	372	114	68
1283	2	844	234	215
1284	2	539	195	175
1285	2	1003	334	325
1286	2	1252	385	367
1287	2	576	118	101
1288	2	687	121	107
1289	2	381	109	93
1290	2	416	163	127
1291	2	660	163	143
1292	2	1237	259	241
1293	2	237	58	44
1294	2	1211	243	232
1295	2	426	181	169
1296	2	1373	350	334
1297	2	319	74	59
1298	2	79	20	3
1299	2	334	167	156
1300	2	1125	230	219
1301	2	721	236	221
1302	2	84	22	13
1303	2	575	169	151
1304	2	547	151	100
1305	2	384	162	120
1306	2	916	221	205
1307	2	388	98	83
1308	2	344	139	55
1309	2	230	69	59
1310	2	483	106	93
1311	2	255	54	42
1312	2	386	103	85
1313	2	267	63	43
1314	2	217	63	6
1315	2	1006	200	183
1316	2	231	69	56
1317	2	1047	260	246
1318	2	928	174	163
1319	2	243	57	46
1320	2	96	26	8
1321	2	142	36	13
1322	2	875	206	193
1323	2	171	44	23
1324	2	1187	279	271
1325	2	75	20	6
1326	2	708	203	189
1327	2	504	118	105
