doc_id	turns	utf8_bytes	tokens	supervised
222	4	99	30	8
223	4	105	31	8
224	4	93	28	10
225	4	96	20	6
226	4	99	22	6
227	4	105	29	8
228	4	93	28	10
229	4	102	24	8
230	4	102	22	7
231	4	87	22	7
232	4	87	24	8
233	4	99	30	7
234	4	96	21	5
235	4	102	28	10
236	4	96	21	6
237	4	87	22	7
238	4	93	26	9
239	4	87	22	7
240	4	99	29	6
241	4	96	23	5
242	4	96	24	7
243	4	87	22	7
244	4	87	22	7
245	4	102	29	6
246	4	87	24	8
247	4	105	29	7
248	4	99	28	7
249	4	105	32	8
250	4	87	24	8
251	4	105	29	7
252	4	102	23	6
253	4	93	24	8
254	4	102	26	9
255	4	105	29	7
256	4	87	24	8
257	4	102	29	8
258	4	105	29	7
259	4	105	33	9
260	4	99	34	8
261	4	93	26	9
262	4	99	29	6
263	4	93	30	11
264	4	99	27	6
265	4	93	24	8
266	4	105	29	7
267	4	105	33	9
268	4	96	25	6
269	4	93	28	10
270	4	96	25	6
271	4	93	28	10
272	4	102	33	7
273	4	102	21	6
274	4	87	26	9
275	4	99	30	7
276	4	96	26	7
277	4	105	29	7
278	4	96	22	6
279	4	93	26	9
280	4	96	19	5
281	4	87	24	8
282	4	93	26	9
283	4	93	26	9
284	4	93	26	9
285	4	99	30	8
286	4	102	27	7
287	4	108	32	8
288	4	99	28	7
289	4	87	26	9
290	4	96	26	7
291	4	99	30	6
292	4	93	28	10
293	4	96	21	6
294	4	87	22	7
295	4	99	29	8
296	4	93	30	11
297	4	102	21	6
298	4	93	30	11
299	4	87	24	8
300	4	93	30	11
301	4	96	23	6
302	4	102	32	6
303	4	99	36	9
304	4	93	30	11
305	4	87	22	7
306	4	105	33	7
307	4	93	26	9
308	4	93	32	12
309	4	102	23	7
310	4	99	29	7
311	4	96	22	7
312	4	99	30	8
313	4	102	22	7
314	4	102	30	8
315	4	105	34	10
316	4	93	24	8
317	4	96	22	7
318	4	87	22	7
319	4	105	35	9
320	4	102	30	7
321	4	105	36	10
322	4	93	24	8
323	4	87	24	8
324	4	102	28	10
325	4	105	29	7
326	4	93	30	11
327	4	102	28	8
328	4	99	32	7
329	4	93	26	9
330	4	105	32	8
331	4	102	27	8
332	4	96	22	6
333	4	93	30	11
334	4	105	36	9
335	4	93	26	9
336	4	87	26	9
337	4	99	32	8
338	4	87	26	9
339	4	105	26	8
340	4	96	24	5
341	4	87	22	7
342	4	105	30	8
343	4	93	28	10
344	4	105	31	9
345	4	105	34	9
346	4	96	19	5
347	4	93	28	10
348	4	96	22	7
349	4	87	26	9
350	4	102	25	6
351	4	105	29	8
352	4	93	26	9
353	4	87	26	9
354	4	105	29	8
355	4	96	19	5
356	4	105	32	9
357	4	87	22	7
358	4	105	29	8
359	4	87	26	9
360	4	102	24	8
361	4	105	32	8
362	4	105	32	10
363	4	96	24	5
364	4	102	30	8
365	4	93	26	9
366	4	96	24	5
367	4	93	28	10
368	4	87	26	9
369	4	93	26	9
370	4	99	28	7
371	4	105	29	7
372	4	87	24	8
373	4	99	30	9
374	4	105	31	7
375	4	105	36	8
376	4	105	35	9
377	4	96	22	7
378	4	102	23	7
379	4	87	26	9
380	4	87	26	9
381	4	105	32	8
382	4	102	23	6
383	4	93	28	10
384	4	96	19	5
385	4	87	26	9
386	4	93	24	8
387	4	105	36	10
388	4	99	32	8
389	4	93	26	9
390	4	93	26	9
391	4	93	26	9
392	4	87	24	8
393	4	99	32	9
394	4	93	26	9
395	4	93	28	10
396	4	102	30	9
397	4	93	28	10
398	4	96	24	7
399	4	99	29	7
400	4	96	25	7
401	4	93	26	9
402	4	96	23	5
403	4	87	24	8
404	4	99	34	9
405	4	93	28	10
406	4	93	26	9
407	4	102	27	8
408	4	102	25	6
409	4	93	26	9
410	4	93	26	9
411	4	102	25	8
412	4	93	28	10
413	4	96	22	7
414	4	96	22	7
415	4	105	32	9
416	4	102	21	6
417	4	105	34	8
418	4	87	24	8
419	4	93	24	8
420	4	93	28	10
421	4	102	22	7
422	4	93	26	9
423	4	99	21	5
424	4	105	34	9
425	4	105	34	7
426	4	99	31	6
427	4	102	23	7
428	4	87	26	9
429	4	99	36	10
430	4	87	26	9
431	4	87	26	9
432	4	102	28	8
433	4	99	26	6
434	4	108	37	9
435	4	93	28	10
436	4	93	24	8
437	4	99	28	7
438	4	105	30	9
439	4	93	26	9
440	4	93	30	11
441	4	102	21	6
442	4	87	24	8
443	4	102	27	9
444	4	93	26	9
445	4	102	29	8
446	4	96	20	6
447	4	99	28	7
448	4	99	27	7
449	4	87	24	8
450	4	102	30	7
451	4	105	31	8
452	4	96	28	8
453	4	87	24	8
454	4	102	27	7
455	4	108	35	9
456	4	87	26	9
457	4	99	29	7
458	4	102	35	9
459	4	99	24	7
460	4	87	22	7
461	4	96	19	5
462	4	93	24	8
463	4	99	33	8
464	4	87	26	9
465	4	96	23	5
466	4	87	24	8
467	4	99	28	7
468	4	102	21	6
469	4	108	37	10
470	4	93	26	9
471	4	102	29	8
472	4	105	34	8
473	4	102	26	9
474	4	87	24	8
475	4	105	36	9
476	4	96	22	7
477	4	105	29	7
478	4	87	22	7
479	4	93	24	8
480	4	87	26	9
481	4	87	22	7
482	4	93	24	8
483	4	87	22	7
484	4	96	28	8
485	4	99	30	8
486	4	93	26	9
487	4	99	28	6
488	4	87	24	8
489	4	105	30	8
490	4	96	22	7
491	4	99	29	8
492	4	105	26	6
493	4	87	26	9
494	4	99	30	6
495	4	93	26	9
496	4	99	28	7
497	4	99	27	6
498	4	105	34	8
499	4	87	24	8
500	4	87	24	8
501	4	93	24	8
502	4	105	30	8
503	4	96	23	5
504	4	105	30	7
505	4	99	30	7
506	4	93	26	9
507	4	102	26	9
508	4	99	28	7
509	4	93	26	9
510	4	96	20	6
511	4	102	27	7
512	4	105	32	9
513	4	96	19	5
514	4	102	26	9
515	4	93	28	10
516	4	105	23	6
517	4	102	25	8
518	4	102	26	9
519	4	105	34	9
520	4	99	31	9
521	4	93	24	8
522	4	87	26	9
523	4	102	22	7
524	4	105	35	9
525	4	99	30	7
526	4	102	26	8
527	4	105	29	7
528	4	105	31	7
529	4	93	26	9
530	4	105	36	9
531	4	96	26	6
532	4	93	26	9
533	4	87	22	7
534	4	99	27	6
535	4	105	28	9
536	4	93	24	8
537	4	102	23	7
538	4	87	26	9
539	4	93	30	11
540	4	93	26	9
541	4	87	28	10
542	4	102	22	7
543	4	99	32	7
544	4	102	22	7
545	4	99	32	8
546	4	105	31	9
547	4	96	21	6
548	4	102	23	7
549	4	93	24	8
550	4	102	22	7
551	4	99	27	7
552	4	102	27	8
553	4	99	28	7
554	4	105	33	8
555	4	99	34	9
556	4	105	33	9
557	4	99	29	7
558	4	93	26	9
559	4	87	24	8
560	4	87	24	8
561	4	96	24	7
562	4	102	26	8
563	4	102	29	8
564	4	102	22	7
565	4	102	29	8
566	4	96	24	6
567	4	93	24	8
568	4	96	26	7
569	4	99	30	9
570	4	96	26	7
571	4	93	26	9
572	4	93	28	10
573	4	93	26	9
574	4	93	28	10
575	4	87	24	8
576	4	87	22	7
577	4	96	21	6
578	4	105	34	10
579	4	99	31	7
580	4	99	34	9
581	4	102	33	8
582	4	96	22	6
583	4	93	28	10
584	4	99	28	6
585	4	105	33	7
586	4	96	20	6
587	4	87	22	7
588	4	99	28	7
589	4	87	26	9
590	4	87	22	7
591	4	102	33	7
592	4	105	31	9
593	4	102	23	7
594	4	96	21	5
595	4	87	26	9
596	4	99	31	7
597	4	102	24	8
598	4	96	23	5
599	4	96	25	6
600	4	96	23	7
601	4	87	28	10
602	4	96	19	5
603	4	87	22	7
604	4	105	33	7
605	4	105	29	7
606	4	93	26	9
607	4	102	21	6
608	4	87	24	8
609	4	99	27	6
610	4	105	32	9
611	4	93	24	8
612	4	96	23	6
613	4	96	21	5
614	4	96	23	6
615	4	96	19	5
616	4	99	33	7
617	4	105	33	8
618	4	87	22	7
619	4	99	27	6
620	4	105	29	8
621	4	102	22	6
622	4	99	32	9
623	4	102	26	8
624	4	102	27	9
625	4	102	27	8
626	4	96	22	7
627	4	96	19	5
628	4	87	24	8
629	4	99	27	7
630	4	99	27	6
631	4	93	26	9
632	4	102	35	9
633	4	105	27	7
634	4	93	26	9
635	4	102	26	7
636	4	105	29	8
637	4	105	30	9
638	4	93	24	8
639	4	99	27	6
640	4	102	29	9
641	4	87	22	7
642	4	105	31	7
643	4	99	29	8
644	4	99	28	7
645	4	93	24	8
646	4	93	26	9
647	4	96	22	7
648	4	99	32	7
649	4	99	32	7
650	4	93	24	8
651	4	87	24	8
652	4	105	32	9
653	4	93	28	10
654	4	87	24	8
655	4	93	28	10
656	4	99	31	8
657	4	87	22	7
658	4	105	29	7
659	4	99	30	7
660	4	96	20	6
661	4	96	21	6
662	4	96	24	5
663	4	96	25	6
664	4	87	22	7
665	4	102	22	7
666	4	99	29	8
667	4	105	33	7
668	4	105	36	9
669	4	102	28	10
670	4	96	24	7
671	4	105	30	8
672	4	93	28	10
673	4	99	29	8
674	4	93	26	9
675	4	93	26	9
676	4	105	29	7
677	4	99	31	7
678	4	99	33	9
679	4	99	27	6
680	4	93	26	9
681	4	96	24	6
682	4	102	21	6
683	4	102	24	8
684	4	102	28	8
685	4	93	30	11
686	4	87	24	8
687	4	102	25	6
688	4	96	26	7
689	4	93	26	9
690	4	102	26	7
691	4	96	22	7
692	4	87	26	9
693	4	102	23	6
694	4	87	22	7
695	4	105	31	8
696	4	93	26	9
697	4	96	20	5
698	4	105	32	9
699	4	102	28	8
700	4	96	23	6
701	4	99	32	7
702	4	87	22	7
703	4	93	28	10
704	4	105	33	8
705	4	102	28	8
706	4	93	28	10
707	4	96	23	5
708	4	96	20	5
709	4	102	26	7
710	4	105	26	6
711	4	99	35	9
712	4	102	25	6
713	4	99	30	7
714	4	105	32	8
715	4	99	35	9
716	4	99	23	6
717	4	96	22	5
718	4	93	24	8
719	4	93	26	9
720	4	102	21	6
721	4	105	34	10
722	4	87	22	7
723	4	105	31	7
724	4	96	22	7
725	4	96	25	6
726	4	99	30	6
727	4	102	23	6
728	4	87	26	9
729	4	93	26	9
730	4	96	26	6
731	4	93	28	10
732	4	105	33	8
733	4	87	28	10
734	4	105	37	9
735	4	105	34	9
736	4	105	32	8
737	4	96	26	7
738	4	99	33	8
739	4	93	26	9
740	4	105	34	10
741	4	105	32	8
742	4	105	35	9
743	4	105	32	9
744	4	96	20	6
745	4	93	24	8
746	4	102	30	9
747	4	93	28	10
748	4	96	19	5
749	4	96	24	6
750	4	99	28	7
751	4	99	31	7
752	4	105	33	9
753	4	93	28	10
754	4	102	28	9
755	4	102	30	8
756	4	105	32	7
757	4	105	34	8
758	4	105	36	9
759	4	93	28	10
760	4	99	29	6
761	4	87	28	10
762	4	102	24	7
763	4	105	29	8
764	4	105	31	7
765	4	93	26	9
766	4	93	24	8
767	4	102	24	8
768	4	96	23	5
769	4	87	24	8
770	4	93	24	8
771	4	105	33	9
772	4	102	21	6
773	4	105	32	7
774	4	99	29	7
775	4	105	31	8
776	4	87	22	7
777	4	87	22	7
778	4	96	21	6
779	4	105	31	7
780	4	105	32	10
781	4	105	35	9
782	4	99	29	8
783	4	99	32	7
784	4	93	26	9
785	4	105	30	8
786	4	102	23	7
787	4	93	26	9
788	4	105	31	8
789	4	99	32	9
790	4	96	22	7
791	4	96	21	6
792	4	93	28	10
793	4	99	29	8
794	4	105	31	9
795	4	105	32	9
796	4	96	19	5
797	4	102	23	7
798	4	99	34	9
799	4	93	28	10
800	4	105	34	9
801	4	87	22	7
802	4	105	33	9
803	4	102	23	7
804	4	99	30	6
805	4	93	26	9
806	4	87	22	7
807	4	105	30	8
808	4	96	21	6
809	4	93	28	10
810	4	102	25	6
811	4	96	25	6
812	4	105	32	7
813	4	105	30	7
814	4	87	22	7
815	4	96	26	7
816	4	96	20	5
817	4	102	25	6
818	4	102	26	7
819	4	93	26	9
820	4	87	26	9
821	4	99	27	6
822	4	102	31	9
823	4	99	33	8
824	4	93	24	8
825	4	105	30	8
826	4	93	24	8
827	4	87	24	8
828	4	93	30	11
829	4	99	28	7
830	4	105	33	9
831	4	102	26	7
832	4	93	28	10
833	4	87	26	9
834	4	87	24	8
835	4	105	33	10
836	4	102	28	8
837	4	87	22	7
838	4	93	26	9
839	4	105	34	10
840	4	96	22	7
841	4	93	26	9
842	4	93	26	9
843	4	105	35	9
844	4	93	24	8
845	4	105	29	8
846	4	87	24	8
847	4	87	24	8
848	4	102	25	6
849	4	96	23	5
850	4	99	27	7
851	4	93	26	9
852	4	87	26	9
853	4	99	30	8
854	4	105	29	8
855	4	87	24	8
856	4	102	32	10
857	4	99	30	6
858	4	99	28	7
859	4	96	21	6
860	4	96	21	6
861	4	93	24	8
862	4	87	22	7
863	4	93	24	8
864	4	99	27	6
865	4	99	30	7
866	4	87	26	9
867	4	105	31	8
868	4	93	28	10
869	4	102	24	8
870	4	87	26	9
871	4	99	32	8
872	4	99	31	6
873	4	102	26	7
874	4	105	29	8
875	4	102	24	8
876	4	96	19	5
877	4	105	34	9
878	4	93	24	8
879	4	93	26	9
880	4	96	20	6
881	4	102	23	7
882	4	105	31	7
883	4	102	29	8
884	4	96	23	6
885	4	87	24	8
886	4	102	27	9
887	4	102	24	8
888	4	102	28	9
889	4	105	29	7
890	4	99	30	8
891	4	99	27	6
892	4	87	24	8
893	4	99	28	7
894	4	108	31	7
895	4	93	28	10
896	4	105	31	8
897	4	96	22	5
898	4	105	30	8
899	4	96	20	6
900	4	93	28	10
901	4	87	26	9
902	4	93	30	11
903	4	96	20	6
904	4	87	24	8
905	4	105	35	10
906	4	105	32	8
907	4	105	30	8
908	4	96	21	6
909	4	102	25	6
910	4	105	33	8
911	4	96	25	7
912	4	105	32	9
913	4	99	30	7
914	4	87	24	8
915	4	96	23	5
916	4	105	36	10
917	4	93	26	9
918	4	93	24	8
919	4	96	21	6
920	4	93	28	10
921	4	105	32	7
922	4	105	35	8
923	4	99	28	7
924	4	99	32	8
925	4	87	22	7
926	4	93	24	8
927	4	108	34	7
928	4	102	21	6
929	4	105	32	8
930	4	93	26	9
931	4	93	26	9
932	4	87	26	9
933	4	87	26	9
934	4	102	26	9
935	4	99	27	6
936	4	93	30	11
937	4	96	20	6
938	4	105	33	8
939	4	96	20	6
940	4	87	28	10
941	4	105	32	9
942	4	102	28	8
943	4	99	27	7
944	4	105	33	8
945	4	99	31	6
946	4	96	21	6
947	4	102	25	8
948	4	87	22	7
949	4	96	19	5
950	4	96	24	8
951	4	105	28	7
952	4	99	30	6
953	4	105	33	8
954	4	99	29	7
955	4	99	27	6
956	4	102	24	8
957	4	93	28	10
958	4	105	31	8
959	4	96	24	7
960	4	105	33	7
961	4	105	29	7
962	4	105	31	7
963	4	99	30	7
964	4	105	31	8
965	4	105	33	7
966	4	93	26	9
967	4	102	24	8
968	4	102	24	8
969	4	93	34	13
970	4	87	26	9
971	4	93	28	10
972	4	99	30	6
973	4	105	37	10
974	4	87	24	8
975	4	93	28	10
976	4	102	27	7
977	4	102	24	7
978	4	105	33	8
979	4	87	26	9
980	4	99	34	8
981	4	96	25	8
982	4	99	30	7
983	4	108	32	8
984	4	102	23	6
985	4	102	24	7
986	4	87	26	9
987	4	93	28	10
988	4	102	21	6
989	4	105	29	7
990	4	87	26	9
991	4	105	35	10
992	4	99	28	7
993	4	105	33	8
994	4	102	22	7
995	4	96	19	5
996	4	93	26	9
997	4	102	25	6
998	4	99	28	7
999	4	105	30	8
1000	4	87	24	8
1001	4	87	28	10
1002	4	99	30	7
1003	4	96	20	6
1004	4	102	24	8
1005	4	102	28	8
1006	4	105	29	8
1007	4	93	28	10
1008	4	105	33	9
1009	4	96	25	6
1010	4	96	25	6
1011	4	96	30	9
1012	4	102	25	7
1013	4	93	24	8
1014	4	99	31	7
1015	4	105	31	7
1016	4	99	27	6
1017	4	96	24	8
1018	4	102	23	7
1019	4	105	34	8
1020	4	93	28	10
1021	4	93	26	9
1022	4	99	31	9
1023	4	102	22	7
1024	4	108	32	8
1025	4	93	26	9
1026	4	93	26	9
1027	4	99	29	8
1028	4	102	26	8
1029	4	99	28	7
1030	4	93	32	12
1031	4	87	24	8
1032	4	105	29	8
1033	4	93	26	9
1034	4	99	35	10
1035	4	105	31	8
1036	4	102	26	9
1037	4	96	21	6
1038	4	105	32	8
1039	4	93	26	9
1040	4	105	31	8
1041	4	102	21	6
1042	4	93	30	11
1043	4	108	35	9
1044	4	105	36	11
1045	4	96	28	8
1046	4	96	24	6
1047	4	96	23	5
1048	4	87	22	7
1049	4	99	27	6
1050	4	99	30	7
1051	4	102	24	8
1052	4	105	30	8
1053	4	87	24	8
1054	4	99	28	7
1055	4	105	24	7
1056	4	99	27	7
1057	4	99	27	7
1058	4	87	24	8
1059	4	87	26	9
1060	4	105	32	9
1061	4	105	34	8
1062	4	99	32	8
1063	4	99	28	8
1064	4	87	28	10
1065	4	105	32	9
1066	4	105	32	10
1067	4	87	24	8
1068	4	99	28	7
1069	4	87	22	7
1070	4	93	24	8
1071	4	105	34	10
1072	4	99	27	6
1073	4	93	28	10
1074	4	93	28	10
1075	4	105	36	9
1076	4	105	35	9
1077	4	87	24	8
1078	4	102	31	9
1079	4	87	22	7
1080	4	87	28	10
1081	4	102	23	7
1082	4	96	22	7
1083	4	93	28	10
1084	4	99	30	7
1085	4	87	24	8
1086	4	105	35	9
1087	4	87	26	9
1088	4	105	32	9
1089	4	96	21	6
1090	4	87	24	8
1091	4	96	20	5
1092	4	96	20	6
1093	4	96	20	6
1094	4	102	23	6
1095	4	96	20	5
1096	4	96	24	6
1097	4	93	26	9
1098	4	96	24	7
1099	4	93	26	9
1100	4	96	21	6
1101	4	87	26	9
1102	4	99	30	7
1103	4	102	31	9
1104	4	87	22	7
1105	4	99	30	7
1106	4	102	21	6
1107	4	99	30	7
1108	4	96	20	6
1109	4	105	33	7
1110	4	87	24	8
1111	4	102	29	8
1112	4	99	27	6
1113	4	87	26	9
1114	4	93	26	9
1115	4	102	21	6
1116	4	102	27	8
1117	4	99	32	8
1118	4	99	31	6
1119	4	87	28	10
1120	4	102	28	8
1121	4	105	32	7
1122	4	105	31	8
1123	4	105	34	10
1124	4	99	33	7
1125	4	99	31	7
1126	4	102	28	8
1127	4	96	24	8
1128	4	102	22	7
1129	4	105	32	9
1130	4	105	28	9
1131	4	93	26	9
1132	4	99	31	6
1133	4	96	22	7
1134	4	99	30	7
1135	4	93	28	10
1136	4	99	31	6
1137	4	105	30	8
1138	4	87	24	8
1139	4	99	28	7
1140	4	105	34	11
1141	4	105	29	8
1142	4	99	29	6
1143	4	93	24	8
1144	4	93	24	8
1145	4	96	19	5
1146	4	87	24	8
1147	4	96	21	5
1148	4	93	28	10
1149	4	99	30	7
1150	4	105	29	7
1151	4	99	30	7
1152	4	96	25	6
1153	4	87	24	8
1154	4	102	24	8
1155	4	93	28	10
1156	4	99	24	5
1157	4	105	35	10
1158	4	99	27	7
1159	4	87	24	8
1160	4	99	30	8
1161	4	102	27	7
1162	4	102	29	8
1163	4	96	22	7
1164	4	96	24	6
1165	4	96	22	7
1166	4	105	34	9
1167	4	96	21	6
1168	4	99	31	6
1169	4	96	21	6
1170	4	93	28	10
1171	4	105	33	9
1172	4	93	24	8
1173	4	105	35	9
1174	4	102	26	9
1175	4	99	31	8
1176	4	99	30	7
1177	4	87	30	11
1178	4	87	22	7
1179	4	105	38	10
1180	4	93	26	9
1181	4	87	22	7
1182	4	105	35	10
1183	4	102	24	7
1184	4	96	27	8
1185	4	96	25	8
1186	4	105	34	8
1187	4	99	27	6
1188	4	93	30	11
1189	4	102	26	9
1190	4	87	28	10
1191	4	102	26	7
1192	4	87	24	8
1193	4	102	24	8
1194	4	102	26	9
1195	4	87	22	7
1196	4	102	21	6
1197	4	99	32	7
1198	4	102	28	8
1199	4	102	23	6
1200	4	87	24	8
1201	4	93	26	9
1202	4	93	24	8
1203	4	102	23	7
1204	4	105	30	6
1205	4	105	30	9
1206	4	99	30	6
1207	4	105	32	9
1208	4	96	24	7
1209	4	96	23	6
1210	4	99	29	7
1211	4	87	22	7
1212	4	93	26	9
1213	4	105	34	8
1214	4	102	29	8
1215	4	93	30	11
1216	4	102	21	6
1217	4	96	20	6
1218	4	87	24	8
1219	4	102	21	6
1220	4	102	24	8
1221	4	99	28	7
1222	4	93	24	8
1223	4	99	27	7
1224	4	96	26	7
1225	4	87	24	8
1226	4	87	24	8
1227	4	99	32	7
1228	4	87	22	7
1229	4	87	22	7
1230	4	87	22	7
1231	4	93	28	10
1232	4	87	24	8
1233	4	102	21	6
1234	4	96	21	6
1235	4	96	23	5
1236	4	93	26	9
1237	4	105	34	11
1238	4	102	28	8
1239	4	96	24	6
1240	4	102	24	8
1241	4	99	30	6
1242	4	105	34	9
1243	4	102	24	7
1244	4	93	24	8
1245	4	99	29	6
1246	4	102	21	6
1247	4	105	29	8
1248	4	105	32	9
1249	4	93	24	8
1250	4	105	35	9
1251	4	96	19	5
1252	4	93	30	11
1253	4	105	30	8
1254	4	99	27	7
1255	4	96	20	6
1256	4	99	29	6
1257	4	87	24	8
1258	4	102	24	7
1259	4	96	20	6
1260	4	99	32	7
1261	4	102	21	6
1262	4	108	32	8
1263	4	105	34	8
1264	4	96	19	5
1265	4	102	24	7
1266	4	102	23	7
1267	4	87	24	8
1268	4	102	27	8
1269	4	93	26	9
1270	4	93	32	12
1271	4	102	28	9
1272	4	87	26	9
1273	4	102	28	8
1274	4	87	26	9
1275	4	99	30	9
1276	4	102	29	6
1277	4	93	30	11
1278	4	87	22	7
1279	4	99	35	10
1280	4	99	30	7
1281	4	96	25	6
1282	4	87	26	9
1283	4	93	24	8
1284	4	102	28	8
1285	4	93	28	10
1286	4	102	24	7
1287	4	102	28	10
1288	4	108	35	8
1289	4	102	25	7
1290	4	96	24	8
1291	4	96	26	7
1292	4	105	29	7
1293	4	99	28	7
1294	4	96	26	7
1295	4	87	26	9
1296	4	102	29	9
1297	4	99	32	9
1298	4	99	28	7
1299	4	96	24	5
1300	4	102	24	8
1301	4	87	24	8
1302	4	99	29	6
1303	4	96	21	5
1304	4	105	30	8
1305	4	102	25	6
1306	4	96	24	7
1307	4	99	31	6
1308	4	102	31	10
1309	4	93	24	8
1310	4	102	26	9
1311	4	93	24	8
1312	4	96	20	6
1313	4	87	22	7
1314	4	93	30	11
1315	4	99	27	6
1316	4	99	30	7
1317	4	99	32	8
1318	4	93	26	9
1319	4	93	26	9
1320	4	105	35	10
1321	4	102	22	7
1322	4	105	34	8
1323	4	102	22	7
1324	4	99	28	7
1325	4	96	19	5
1326	4	87	24	8
1327	4	87	22	7
1328	4	96	26	7
1329	4	93	28	10
1330	4	105	32	9
1331	4	93	26	9
1332	4	93	26	9
1333	4	93	32	12
1334	4	105	35	9
1335	4	102	26	7
1336	4	96	23	6
1337	4	102	28	10
1338	4	93	24	8
1339	4	96	26	6
1340	4	93	30	11
1341	4	105	33	9
1342	4	99	27	7
1343	4	96	21	6
1344	4	93	30	11
1345	4	102	29	8
1346	4	102	23	7
1347	4	99	29	8
1348	4	102	28	8
1349	4	99	28	7
1350	4	99	31	7
1351	4	96	19	5
1352	4	99	27	7
1353	4	96	24	8
1354	4	102	26	7
1355	4	99	29	7
1356	4	93	26	9
1357	4	99	32	8
1358	4	93	26	9
